Class Name,CBO,DIT,LCOM,NOC,RFC,WMC
com.sk89q.worldedit.extension.factory.parser.mask.RegionMaskParser,10,3,2,0,12,4
com.sk89q.worldedit.extension.factory.parser.mask.SolidMaskParser,7,3,2,0,7,3
com.sk89q.worldedit.extension.factory.parser.pattern.BlockCategoryPatternParser,14,2,2,0,22,9
com.sk89q.worldedit.extension.factory.parser.pattern.ClipboardPatternParser,13,2,1,0,24,18
com.sk89q.worldedit.extension.factory.parser.pattern.RandomPatternParser,10,2,1,0,26,11
com.sk89q.worldedit.extension.factory.parser.pattern.RandomStatePatternParser,11,2,1,0,22,8
com.sk89q.worldedit.extension.factory.parser.pattern.SingleBlockPatternParser,7,2,1,0,8,3
com.sk89q.worldedit.extension.factory.parser.pattern.TypeOrStateApplyingPatternParser,17,2,1,0,35,17
com.sk89q.worldedit.extension.input.DisallowedUsageException,3,5,0,0,8,4
com.sk89q.worldedit.extension.input.InputParseException,35,4,0,2,8,4
com.sk89q.worldedit.extension.input.NoMatchException,10,5,0,0,8,4
com.sk89q.worldedit.extension.input.ParserContext,39,1,6,0,22,24
com.sk89q.worldedit.extension.platform.AbstractCommandBlockActor,8,2,2,4,5,4
com.sk89q.worldedit.extension.platform.AbstractNonPlayerActor,6,1,5,4,5,5
com.sk89q.worldedit.extension.platform.AbstractPlatform,15,1,6,6,20,7
com.sk89q.worldedit.extension.platform.AbstractPlayerActor,40,1,19,5,105,116
com.sk89q.worldedit.extension.platform.Actor,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extension.platform.Annotations,3,1,1,0,3,2
com.sk89q.worldedit.extension.platform.Capability,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extension.platform.Locatable,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extension.platform.MultiUserPlatform,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extension.platform.NoCapablePlatformException,1,4,0,0,7,4
com.sk89q.worldedit.extension.platform.Platform,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extension.platform.PlatformCommandManager,107,1,1,N/A,222,46
com.sk89q.worldedit.extension.platform.PlatformManager,72,1,2,0,94,65
com.sk89q.worldedit.extension.platform.PlayerProxy,21,2,5,0,55,28
com.sk89q.worldedit.extension.platform.Preference,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extension.platform.Watchdog,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extension.platform.permission.ActorSelectorLimits,10,1,2,0,11,12
com.sk89q.worldedit.extension.platform.permission.OverridePermissions,1,1,0,N/A,1,1
com.sk89q.worldedit.extent.AbstractBufferingExtent,12,2,3,4,16,9
com.sk89q.worldedit.extent.AbstractDelegateExtent,36,1,1,16,29,19
com.sk89q.worldedit.extent.ChangeSetExtent,17,2,1,0,28,16
com.sk89q.worldedit.extent.ChangeSetExtent.TrackedEntity,1,23.75,35,7,1,
com.sk89q.worldedit.extent.Extent,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.InputExtent,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.MaskingExtent,7,2,1,0,8,5
com.sk89q.worldedit.extent.NullExtent,19,1,10,0,15,12
com.sk89q.worldedit.extent.OutputExtent,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.TracingExtent,14,2,1,0,24,11
com.sk89q.worldedit.extent.TracingExtent.Action,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.extent.buffer.ExtentBuffer,12,3,1,0,14,6
com.sk89q.worldedit.extent.buffer.ForgetfulExtentBuffer,20,2,1,0,24,16
com.sk89q.worldedit.extent.buffer.internal.BatchingExtent,12,3,1,0,14,13
com.sk89q.worldedit.extent.cache.LastAccessExtentCache,9,2,1,0,14,15
com.sk89q.worldedit.extent.cache.LastAccessExtentCache.CachedBlock,2,0,4,3,0,
com.sk89q.worldedit.extent.clipboard.BlockArrayClipboard,24,1,4,0,42,29
com.sk89q.worldedit.extent.clipboard.BlockArrayClipboard.ClipboardEntity,0,5,12,3,0,
com.sk89q.worldedit.extent.clipboard.Clipboard,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.StoredEntity,5,1,3,1,10,6
com.sk89q.worldedit.extent.clipboard.io.BuiltInClipboardFormat,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.ClipboardFormat,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.ClipboardFormats,8,1,1,0,32,16
com.sk89q.worldedit.extent.clipboard.io.ClipboardReader,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.ClipboardWriter,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.MCEditSchematicReader,40,1,2,0,81,41
com.sk89q.worldedit.extent.clipboard.io.NBTSchematicReader,3,1,2,1,9,6
com.sk89q.worldedit.extent.clipboard.io.SchematicLoadException,2,4,1,N/A,2,2
com.sk89q.worldedit.extent.clipboard.io.SpongeSchematicReader,12,2,1,0,20,7
com.sk89q.worldedit.extent.clipboard.io.SpongeSchematicWriter,4,2,0,0,3,1
com.sk89q.worldedit.extent.clipboard.io.legacycompat.BannerBlockCompatibilityHandler,10,1,1,0,24,14
com.sk89q.worldedit.extent.clipboard.io.legacycompat.BedBlockCompatibilityHandler,10,1,1,0,17,8
com.sk89q.worldedit.extent.clipboard.io.legacycompat.EntityNBTCompatibilityHandler,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.legacycompat.FlowerPotCompatibilityHandler,8,1,1,0,19,13
com.sk89q.worldedit.extent.clipboard.io.legacycompat.NBTCompatibilityHandler,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.legacycompat.NoteBlockCompatibilityHandler,8,1,1,0,9,5
com.sk89q.worldedit.extent.clipboard.io.legacycompat.Pre13HangingCompatibilityHandler,5,1,1,0,14,5
com.sk89q.worldedit.extent.clipboard.io.legacycompat.SignCompatibilityHandler,6,1,1,0,21,10
com.sk89q.worldedit.extent.clipboard.io.legacycompat.SkullBlockCompatibilityHandler,11,1,1,0,17,13
com.sk89q.worldedit.extent.clipboard.io.share.BuiltInClipboardShareDestinations,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.share.ClipboardShareDestination,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.share.ClipboardShareDestinations,4,1,1,0,21,6
com.sk89q.worldedit.extent.clipboard.io.share.ClipboardShareMetadata,4,2,3,N/A,4,4
com.sk89q.worldedit.extent.clipboard.io.share.ShareOutputProvider,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.clipboard.io.sponge.ReaderUtil,36,1,3,0,89,34
com.sk89q.worldedit.extent.clipboard.io.sponge.SpongeSchematicV1Reader,17,1,2,0,40,13
com.sk89q.worldedit.extent.clipboard.io.sponge.SpongeSchematicV2Reader,17,1,2,0,47,15
com.sk89q.worldedit.extent.clipboard.io.sponge.SpongeSchematicV2Writer,17,1,1,1,65,22
com.sk89q.worldedit.extent.clipboard.io.sponge.SpongeSchematicV3Reader,17,1,2,0,52,15
com.sk89q.worldedit.extent.clipboard.io.sponge.SpongeSchematicV3Writer,17,1,1,0,63,19
com.sk89q.worldedit.extent.clipboard.io.sponge.SpongeSchematicV3Writer.PaletteMap,1,22.5,15,2,1,
com.sk89q.worldedit.extent.clipboard.io.sponge.VersionedDataFixer,6,1,1,N/A,4,4
com.sk89q.worldedit.extent.clipboard.io.sponge.WriterUtil,12,1,1,0,36,10
com.sk89q.worldedit.extent.inventory.BlockBag,27,1,4,1,13,15
com.sk89q.worldedit.extent.inventory.BlockBagException,6,3,0,3,0,0
com.sk89q.worldedit.extent.inventory.BlockBagExtent,13,2,1,0,21,13
com.sk89q.worldedit.extent.inventory.OutOfBlocksException,3,4,0,0,0,0
com.sk89q.worldedit.extent.inventory.OutOfSpaceException,3,4,1,0,2,2
com.sk89q.worldedit.extent.inventory.UnplaceableBlockException,2,4,0,0,0,0
com.sk89q.worldedit.extent.reorder.ChunkBatchingExtent,13,3,1,0,14,12
com.sk89q.worldedit.extent.reorder.MultiStageReorder,23,3,1,0,34,24
com.sk89q.worldedit.extent.reorder.MultiStageReorder.PlacementPriority,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.extent.reorder.ReorderingExtent,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.extent.transform.BlockTransformExtent,22,2,1,0,52,65
com.sk89q.worldedit.extent.validation.BlockChangeLimiter,7,2,1,0,9,7
com.sk89q.worldedit.extent.validation.DataValidatorExtent,9,2,1,0,12,9
com.sk89q.worldedit.extent.world.BiomeQuirkExtent,5,2,1,0,6,4
com.sk89q.worldedit.extent.world.BlockQuirkExtent,12,2,1,0,13,4
com.sk89q.worldedit.extent.world.ChunkLoadingExtent,8,2,1,0,9,6
com.sk89q.worldedit.extent.world.SideEffectExtent,17,2,1,0,30,21
com.sk89q.worldedit.extent.world.SurvivalModeExtent,13,2,1,0,14,9
com.sk89q.worldedit.extent.world.WatchdogTickingExtent,14,2,1,0,22,14
com.sk89q.worldedit.fabric.CommandWrapper,8,1,2,N/A,43,11
com.sk89q.worldedit.fabric.FabricAdapter,36,1,15,N/A,100,49
com.sk89q.worldedit.fabric.FabricBiomeRegistry,5,1,2,0,7,2
com.sk89q.worldedit.fabric.FabricBiomeRegistry.FabricBiomeData,1,6,13,2,0,
com.sk89q.worldedit.fabric.FabricBlockCategoryRegistry,5,1,1,0,10,1
com.sk89q.worldedit.fabric.FabricBlockCommandSender,8,3,3,0,38,22
com.sk89q.worldedit.fabric.FabricBlockMaterial,3,2,1,0,22,12
com.sk89q.worldedit.fabric.FabricBlockRegistry,9,2,4,0,20,5
com.sk89q.worldedit.fabric.FabricCommandSender,6,2,4,0,31,18
com.sk89q.worldedit.fabric.FabricConfiguration,4,3,2,0,7,3
com.sk89q.worldedit.fabric.FabricDataFixer,57,1,2,0,118,48
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverter,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterArmorStand,0,11.9167,11,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterBanner,0,25.0909,33,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterBedBlock,1,28.3333,36,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterBedItem,0,12.5714,11,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterBook,0,56.8043,53,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterCookedFish,1,12.8571,11,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterDropChances,0,22.6154,21,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterEntity,1,11.2981,12,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterEquipment,0,41.9048,46,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterGuardian,0,13,14,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterHanging,0,42.6944,28,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterHealth,1,12.8929,21,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterHorse,0,15.9375,30,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterLang,0,12,11,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterMaterialId,1,12.8566,14,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterMinecart,1,17.7188,17,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterMobSpawner,0,29.1429,32,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterPotionId,1,27.2881,23,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterPotionWater,0,13.9286,18,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterRiding,0,23.75,23,5,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterSaddle,0,19.3846,16,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterShulker,0,11.7857,11,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterShulkerBoxBlock,0,7.7,11,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterShulkerBoxItem,1,18.7,26,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterSignText,1,49.0909,52,4,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterSkeleton,0,13.6364,18,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterSpawnEgg,1,17.2333,24,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterTileEntity,1,11.3942,12,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterTotem,0,8.8,11,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterUUID,0,13.5,11,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterVBO,0,5,9,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterZombie,1,35.5385,28,4,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataConverterZombieType,0,16.0312,27,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspector,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorBlockEntity,1,43.5,38,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorChunks,0,28.2857,21,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorCommandBlock,1,11.6667,9,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorEntity,1,23,32,2,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorEntityPassengers,0,15.3,10,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorItem,1,7.7143,10,2,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorItemList,1,7.7143,10,2,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorLevelPlayer,0,7.5,7,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorMobSpawnerMinecart,1,12.75,10,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorMobSpawnerMobs,1,16.875,14,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorPlayer,0,15.2778,12,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorPlayerVehicle,0,9.625,10,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorStructure,0,26.8571,25,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorTagged,1,13.3333,9,3,0,
com.sk89q.worldedit.fabric.FabricDataFixer.DataInspectorVillagers,1,23.6389,17,1,0,
com.sk89q.worldedit.fabric.FabricDataFixer.LegacyType,N/A,N/A,7,N/A,N/A,
com.sk89q.worldedit.fabric.FabricDataFixer.WrappedDataFixer,1,36,37,4,0.3333,
com.sk89q.worldedit.fabric.FabricEntityProperties,2,1,1,0,24,24
com.sk89q.worldedit.fabric.FabricItemCategoryRegistry,5,1,1,0,10,1
com.sk89q.worldedit.fabric.FabricItemRegistry,5,2,2,0,7,2
com.sk89q.worldedit.fabric.FabricPermissionsProvider,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.fabric.FabricPermissionsProvider.LuckoFabricPermissionsProvider,0,9.1667,11,3,0,
com.sk89q.worldedit.fabric.FabricPermissionsProvider.VanillaPermissionsProvider,1,11.5556,13,3,0,
com.sk89q.worldedit.fabric.FabricPlatform,22,2,14,0,64,33
com.sk89q.worldedit.fabric.FabricPlayer,30,2,5,0,98,36
com.sk89q.worldedit.fabric.FabricPlayer.SessionKeyImpl,2,10,23,5,0.1667,
com.sk89q.worldedit.fabric.FabricRegistries,12,2,6,0,6,6
com.sk89q.worldedit.fabric.FabricWorld,51,2,3,0,288,92
com.sk89q.worldedit.fabric.FabricWorldEdit,50,1,3,0,131,64
com.sk89q.worldedit.fabric.ThreadSafeCache,3,1,2,0,11,7
com.sk89q.worldedit.fabric.WorldEditFakePlayer,1,5,5,0,13,6
com.sk89q.worldedit.fabric.WorldEditGenListener,1,1,4,0,4,4
com.sk89q.worldedit.fabric.internal.ExtendedChunk,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.fabric.internal.ExtendedMinecraftServer,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.fabric.internal.FabricEntity,15,1,2,0,35,14
com.sk89q.worldedit.fabric.internal.FabricServerLevelDelegateProxy,14,1,2,0,41,23
com.sk89q.worldedit.fabric.internal.FabricTransmogrifier,11,1,3,0,36,12
com.sk89q.worldedit.fabric.internal.FabricWorldNativeAccess,9,1,6,0,55,24
com.sk89q.worldedit.fabric.internal.MixinConfigPlugin,1,1,7,0,20,9
com.sk89q.worldedit.fabric.internal.NBTConverter,8,1,1,N/A,92,56
com.sk89q.worldedit.fabric.internal.PropertyAdapter,2,1,2,0,16,7
com.sk89q.worldedit.fabric.mixin.MixinLevelChunkSetBlockHook,1,2,1,0,9,6
com.sk89q.worldedit.fabric.mixin.MixinMinecraftServer,2,1,2,0,5,2
com.sk89q.worldedit.fabric.mixin.MixinServerGamePacketListenerImpl,1,1,1,0,5,5
com.sk89q.worldedit.fabric.net.handler.WECUIPacketHandler,5,1,1,N/A,18,2
com.sk89q.worldedit.fabric.net.handler.WECUIPacketHandler.CuiPacket,2,4,6,3,0,
com.sk89q.worldedit.function.CombinedRegionFunction,4,1,1,0,11,8
com.sk89q.worldedit.function.Contextual,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.EditContext,17,1,4,0,9,8
com.sk89q.worldedit.function.EntityFunction,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.FlatRegionFunction,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.FlatRegionMaskingFilter,4,1,1,0,5,3
com.sk89q.worldedit.function.GroundFunction,8,1,2,0,9,8
com.sk89q.worldedit.function.ItemUseFunction,7,1,1,N/A,4,3
com.sk89q.worldedit.function.LayerFunction,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.RegionFunction,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.RegionMaskingFilter,10,1,1,0,5,3
com.sk89q.worldedit.function.biome.BiomeReplace,12,1,1,0,11,5
com.sk89q.worldedit.function.biome.ExtentBiomeCopy,12,1,1,0,17,5
com.sk89q.worldedit.function.block.ApplySideEffect,7,1,1,0,5,2
com.sk89q.worldedit.function.block.BlockDistributionCounter,10,1,1,0,16,5
com.sk89q.worldedit.function.block.BlockReplace,11,1,1,0,5,2
com.sk89q.worldedit.function.block.Counter,4,1,1,0,2,2
com.sk89q.worldedit.function.block.ExtentBlockCopy,15,1,1,0,26,8
com.sk89q.worldedit.function.block.Naturalizer,9,1,1,0,13,9
com.sk89q.worldedit.function.block.SnowSimulator,14,1,1,0,22,26
com.sk89q.worldedit.function.entity.ExtentEntityCopy,18,1,1,0,50,30
com.sk89q.worldedit.function.entity.ExtentEntityCopy.FacingTagData,2,0,4,3,0,
com.sk89q.worldedit.function.factory.Apply,8,1,1,0,9,4
com.sk89q.worldedit.function.factory.ApplyLayer,12,1,1,0,13,4
com.sk89q.worldedit.function.factory.ApplyRegion,10,1,1,0,9,4
com.sk89q.worldedit.function.factory.BiomeFactory,6,1,1,0,5,3
com.sk89q.worldedit.function.factory.Deform,17,1,2,0,38,21
com.sk89q.worldedit.function.factory.Deform.DeformOperation,4,9.8182,37,10,0.0278,
com.sk89q.worldedit.function.factory.Deform.Mode,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.function.factory.Paint,17,1,1,0,18,4
com.sk89q.worldedit.function.factory.Snow,5,1,1,0,5,4
com.sk89q.worldedit.function.generator.FeatureGenerator,7,1,1,0,4,2
com.sk89q.worldedit.function.generator.FloraGenerator,10,1,5,0,14,10
com.sk89q.worldedit.function.generator.ForestGenerator,11,1,1,0,13,5
com.sk89q.worldedit.function.generator.GardenPatchGenerator,10,1,3,0,24,29
com.sk89q.worldedit.function.mask.AbstractExtentMask,10,2,1,8,4,3
com.sk89q.worldedit.function.mask.AbstractMask,12,1,0,12,0,0
com.sk89q.worldedit.function.mask.AbstractMask2D,8,1,0,7,0,0
com.sk89q.worldedit.function.mask.BiomeMask,6,2,1,0,12,6
com.sk89q.worldedit.function.mask.BiomeMask2D,5,2,1,0,12,6
com.sk89q.worldedit.function.mask.BlockCategoryMask,6,3,1,0,7,2
com.sk89q.worldedit.function.mask.BlockMask,8,3,1,0,14,8
com.sk89q.worldedit.function.mask.BlockStateMask,11,3,2,0,16,7
com.sk89q.worldedit.function.mask.BlockTypeMask,12,3,1,0,15,6
com.sk89q.worldedit.function.mask.BoundedHeightMask,3,2,1,0,4,3
com.sk89q.worldedit.function.mask.ExistingBlockMask,17,3,1,0,8,2
com.sk89q.worldedit.function.mask.ExpressionMask,9,2,1,0,17,8
com.sk89q.worldedit.function.mask.ExpressionMask2D,6,2,1,0,11,6
com.sk89q.worldedit.function.mask.Mask,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.mask.Mask2D,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.mask.MaskIntersection,12,2,1,1,17,12
com.sk89q.worldedit.function.mask.MaskIntersection2D,4,1,1,1,12,9
com.sk89q.worldedit.function.mask.MaskMemoizer,7,2,1,0,10,5
com.sk89q.worldedit.function.mask.MaskMemoizer2D,7,2,1,0,9,4
com.sk89q.worldedit.function.mask.MaskUnion,6,3,2,0,12,8
com.sk89q.worldedit.function.mask.MaskUnion2D,4,2,1,0,7,5
com.sk89q.worldedit.function.mask.Masks,19,1,4,N/A,13,14
com.sk89q.worldedit.function.mask.Masks.AlwaysFalse,0,8,13,3,0,
com.sk89q.worldedit.function.mask.Masks.AlwaysTrue,0,8,13,3,0,
com.sk89q.worldedit.function.mask.Masks.NegatedMask,1,10.5,15,4,0.3333,
com.sk89q.worldedit.function.mask.Masks.NegatedMask2D,1,4,6,3,0,
com.sk89q.worldedit.function.mask.NoiseFilter,7,2,1,0,12,7
com.sk89q.worldedit.function.mask.NoiseFilter2D,7,2,1,0,10,6
com.sk89q.worldedit.function.mask.OffsetMask,5,2,1,0,13,8
com.sk89q.worldedit.function.mask.OffsetMask2D,3,2,1,0,9,6
com.sk89q.worldedit.function.mask.OffsetsMask,11,2,2,0,34,17
com.sk89q.worldedit.function.mask.OffsetsMask.Builder,2,7.6154,64,7,0.3333,
com.sk89q.worldedit.function.mask.OffsetsMask2D,9,2,2,0,25,15
com.sk89q.worldedit.function.mask.OffsetsMask2D.Builder,2,7.6154,64,7,0.3333,
com.sk89q.worldedit.function.mask.RegionMask,7,2,1,0,6,4
com.sk89q.worldedit.function.mask.SolidBlockMask,9,3,1,0,8,2
com.sk89q.worldedit.function.mask.SplatterMask,5,2,1,0,9,3
com.sk89q.worldedit.function.mask.SplatterMask2D,3,2,1,0,6,2
com.sk89q.worldedit.function.operation.ChangeSetExecutor,8,1,3,0,12,8
com.sk89q.worldedit.function.operation.ChangeSetExecutor.Type,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.function.operation.DelegateOperation,4,1,1,0,9,5
com.sk89q.worldedit.function.operation.ForwardExtentCopy,27,1,2,0,50,32
com.sk89q.worldedit.function.operation.Operation,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.operation.OperationQueue,7,1,2,0,21,15
com.sk89q.worldedit.function.operation.Operations,15,1,3,N/A,6,10
com.sk89q.worldedit.function.operation.RunContext,18,1,1,0,1,1
com.sk89q.worldedit.function.operation.SetBlockMap,9,1,2,1,8,4
com.sk89q.worldedit.function.operation.SetLocatedBlocks,6,1,2,0,7,4
com.sk89q.worldedit.function.pattern.AbstractExtentPattern,8,2,1,5,3,2
com.sk89q.worldedit.function.pattern.AbstractPattern,4,1,0,3,0,0
com.sk89q.worldedit.function.pattern.BiomePattern,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.pattern.BlockPattern,4,2,1,0,6,4
com.sk89q.worldedit.function.pattern.ClipboardPattern,5,4,0,0,4,2
com.sk89q.worldedit.function.pattern.ExtentBufferedCompositePattern,9,3,1,0,7,4
com.sk89q.worldedit.function.pattern.ExtentPattern,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.pattern.Pattern,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.function.pattern.RandomPattern,8,2,1,0,12,4
com.sk89q.worldedit.function.pattern.RandomPattern.Chance,1,0,4,3,0,
com.sk89q.worldedit.function.pattern.RandomStatePattern,7,1,1,0,12,2
com.sk89q.worldedit.function.pattern.RepeatingExtentPattern,6,3,1,1,20,6
com.sk89q.worldedit.function.pattern.StateApplyingPattern,10,3,1,0,14,3
com.sk89q.worldedit.function.pattern.TypeApplyingPattern,8,3,1,0,11,3
com.sk89q.worldedit.function.pattern.WaterloggedRemover,10,3,1,0,11,3
com.sk89q.worldedit.function.util.FlatRegionOffset,3,1,1,0,7,4
com.sk89q.worldedit.function.util.RegionOffset,4,1,1,0,7,4
com.sk89q.worldedit.function.visitor.BreadthFirstSearch,10,1,2,1,27,17
com.sk89q.worldedit.function.visitor.DownwardVisitor,6,3,1,0,10,4
com.sk89q.worldedit.function.visitor.EntityVisitor,8,1,2,0,13,7
com.sk89q.worldedit.function.visitor.FlatRegionVisitor,6,1,2,0,12,7
com.sk89q.worldedit.function.visitor.LayerVisitor,13,1,2,0,13,13
com.sk89q.worldedit.function.visitor.NonRisingVisitor,6,3,0,0,5,1
com.sk89q.worldedit.function.visitor.RecursiveVisitor,7,2,1,2,5,2
com.sk89q.worldedit.function.visitor.RegionVisitor,14,1,2,0,10,7
com.sk89q.worldedit.history.UndoContext,9,1,1,0,2,2
com.sk89q.worldedit.history.change.BiomeChange,6,1,1,0,10,6
com.sk89q.worldedit.history.change.BiomeChange3D,7,2,4,N/A,12,9
com.sk89q.worldedit.history.change.BlockChange,9,2,4,N/A,14,10
com.sk89q.worldedit.history.change.Change,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.history.change.EntityCreate,8,1,1,0,7,4
com.sk89q.worldedit.history.change.EntityRemove,8,1,1,0,7,4
com.sk89q.worldedit.history.changeset.ArrayListHistory,3,1,1,1,12,7
com.sk89q.worldedit.history.changeset.BlockOptimizedHistory,7,2,2,0,25,8
com.sk89q.worldedit.history.changeset.ChangeSet,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.Constants,15,1,0,N/A,2,1
com.sk89q.worldedit.internal.SchematicsEventListener,4,1,1,0,8,3
com.sk89q.worldedit.internal.annotation.Chunk3d,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.annotation.ClipboardMask,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.annotation.Direction,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.annotation.MultiDirection,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.annotation.Offset,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.annotation.OptionalArg,N/A,N/A,N/A,N/A,N/A,N/A
